Geography,Gender,Age,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Exited
France,Female,54,0,1,1,93820.49,1
France,Male,43,165896,1,0,130795.52,0
France,Female,32,0,1,0,160129.99,0
France,Male,36,111168.97,1,1,189969.91,0
France,Female,40,103549.24,0,0,9712.52,1
France,Female,32,0,0,0,196062.01,0
France,Male,30,103804.97,1,1,125710.53,0
France,Male,45,165901.59,1,0,23054.51,1
Germany,Male,59,119152.1,1,1,170679.74,0
Spain,Female,57,122950.31,1,1,181258.76,0
France,Female,51,0,1,1,22835.13,1
Germany,Male,49,133384.66,1,0,102397.22,1
France,Male,32,0,1,0,115950.96,0
Spain,Male,64,0,0,1,15876.52,0
Germany,Female,37,158411.95,1,1,117690.58,1
Germany,Male,29,122028.65,1,1,173792.77,0
France,Female,35,0,1,1,80992.8,0
Germany,Female,64,128751.65,1,0,189398.18,1
France,Male,54,133436.52,1,0,56787.8,0
Spain,Male,40,123177.01,1,0,148309.98,0
France,Female,59,0,1,0,179673.11,1
France,Female,37,120328.88,1,1,138470.21,0
France,Female,39,130147.98,1,0,163798.41,1
Spain,Female,36,92716.96,1,1,33693.78,0
Spain,Female,48,0,1,0,48545.1,0
Spain,Male,34,0,0,1,123427.98,0
France,Male,40,76914.21,1,0,174183.44,0
France,Female,32,106045.92,1,1,17938,0
France,Male,34,103133.26,1,1,90059.04,0
France,Male,38,145974.79,1,1,137694.23,0
Spain,Female,36,0,1,0,65039.9,0
Spain,Female,49,0,0,1,162858.29,0
Spain,Female,38,0,1,1,35701.06,0
Spain,Male,39,0,1,1,18826.06,0
Spain,Female,31,0,1,1,130086.47,1
Spain,Female,31,139183.06,0,1,143360.56,0
Spain,Male,19,0,1,0,159920.92,0
Germany,Female,36,74974.89,1,1,12099.67,0
Spain,Male,44,61691.45,1,1,53087.98,0
Germany,Female,35,121952.75,1,1,142839.82,0
France,Female,35,0,1,1,178.19,0
Spain,Male,35,0,1,1,105618.14,0
Spain,Male,37,0,1,1,24734.25,0
France,Female,33,80107.83,0,1,82245.67,0
Spain,Female,45,0,0,1,177695.67,0
Germany,Male,40,147856.82,0,0,107961.11,1
Spain,Male,36,0,1,0,55207.41,0
Spain,Female,53,65407.16,0,0,182633.63,1
France,Female,53,114233.18,1,1,51587.04,0
France,Female,37,0,1,0,115403.31,0
Spain,Female,53,187602.18,1,0,186392.99,1
France,Female,22,156834.34,0,0,44374.44,0
France,Female,34,0,1,1,84033.35,0
France,Male,42,157498.9,1,1,82276.62,0
Spain,Female,44,0,1,0,177528.92,0
France,Male,41,0,1,1,56850.92,1
Spain,Male,34,0,0,0,47972.65,0
Spain,Male,35,0,1,0,104982.39,0
Spain,Male,19,130274.22,1,1,133535.29,0
France,Female,41,0,1,1,25571.37,0
France,Female,39,149379.66,1,0,96075.55,0
France,Male,29,0,1,1,81634.45,0
Spain,Male,35,100829.94,1,1,165008.97,0
Germany,Female,32,96408.98,1,1,138191.81,0
France,Male,41,0,1,1,99136.49,0
France,Male,52,0,0,0,63584.55,1
France,Male,39,0,1,0,160532.88,0
France,Male,71,149105.08,0,1,162683.06,0
Spain,Male,39,0,1,0,134878.19,0
Spain,Male,41,0,1,1,134626.3,0
Spain,Female,34,0,1,0,175480.93,0
Germany,Male,41,90218.11,1,0,174337.68,0
France,Female,33,87347.7,1,0,172524.51,0
France,Male,28,0,0,0,25395.83,0
France,Female,33,137811.75,1,1,184856.89,0
France,Male,37,105563,1,0,182624.93,0
France,Male,38,0,0,0,192505.62,0
Spain,Female,26,0,1,0,112507.63,0
France,Male,31,91125.75,1,0,177295.92,0
Spain,Male,39,0,0,1,12465.51,0
Spain,Male,39,0,1,0,36122.96,0
Germany,Female,77,135120.56,1,0,37836.64,0
France,Male,29,0,0,1,34747.43,0
France,Male,28,0,1,1,131097.9,0
France,Female,36,86837.95,1,1,105280.55,0
France,Male,26,100446.57,0,1,149653.81,0
France,Female,32,0,1,1,139390.99,0
France,Female,33,0,1,0,132436.71,0
France,Female,32,0,0,1,179705.13,1
Spain,Female,32,114512.59,1,0,15796.66,0
France,Male,35,136364.46,0,0,142754.71,0
France,Male,31,106260.67,1,1,2578.43,0
France,Male,24,146126.75,1,1,88992.05,0
Spain,Male,52,111284.53,0,1,32936.44,1
Spain,Female,42,121056.63,1,0,39122.58,0
France,Male,34,128270.56,1,0,191092.62,0
Spain,Male,30,0,1,0,129149.06,0
France,Male,35,0,1,0,13218.6,0
France,Female,79,0,1,1,160589.18,0
France,Male,32,191775.65,1,0,179657.83,0
Spain,Female,35,0,1,0,44335.54,1
Spain,Male,34,85141.79,1,1,29217.37,0
France,Male,26,126392.18,0,1,43651.49,0
France,Male,28,0,1,0,159654,0
France,Female,40,129860.37,0,0,17992.94,0
France,Female,53,127642.44,1,0,141501.45,1
France,Female,35,0,1,1,93825.78,0
Germany,Female,44,125584.17,1,1,41852.24,1
Spain,Male,56,50911.21,0,0,97629.31,1
France,Male,29,91955.61,1,0,37065.66,0
Germany,Female,36,84266.44,0,0,38614.69,0
France,Female,36,147149.59,1,1,87816.86,0
France,Female,36,0,1,0,184866.86,0
France,Female,23,104822.45,0,1,160176.47,0
France,Male,42,146766.72,0,1,164357.1,0
Germany,Male,70,148745.92,1,1,17818.33,0
France,Male,27,0,1,0,142680.64,1
France,Female,48,0,1,0,85081.09,0
Spain,Male,35,0,1,1,176450.19,0
France,Female,41,135203.81,1,1,121967.88,0
Germany,Male,23,93301.97,0,1,127187.04,0
Germany,Male,33,96341,0,0,108313.34,0
France,Male,44,165326.2,1,1,57205.55,0
France,Male,27,0,0,1,157891.86,0
France,Female,41,99786.2,1,0,86927.53,0
Spain,Female,22,114440.24,1,1,107753.07,0
Spain,Male,36,141573.55,1,0,82158.14,0
Spain,Female,22,0,1,0,29135.89,1
Spain,Female,55,133676.65,0,1,17095.49,0
France,Female,33,147493.7,1,0,100447.53,0
France,Male,54,0,1,0,83470.4,1
France,Female,29,0,1,0,121846.81,0
Germany,Female,37,95022.57,1,1,129107.59,0
France,Female,34,0,1,0,54726.43,0
France,Male,37,0,1,1,116141.72,0
France,Male,50,149713.61,1,1,124872.42,1
Germany,Female,43,107963.38,0,0,186438.86,1
France,Male,40,0,1,0,134281.11,0
Spain,Male,32,0,1,0,91044.47,0
France,Male,37,0,1,1,74320.75,0
France,Male,43,0,1,0,9704.66,0
France,Female,33,102017.25,0,0,128600.49,0
Spain,Female,27,0,0,0,6468.24,0
France,Male,44,0,0,0,57898.58,0
Spain,Male,29,96674.55,0,0,192120.66,0
Spain,Female,44,81811.71,1,0,164213.53,1
Spain,Male,33,79281.61,1,0,117547.76,0
France,Male,31,0,1,0,26149.25,0
Germany,Female,36,122314.39,1,0,9181.66,0
Germany,Male,43,140733.74,1,1,166588.76,0
Germany,Male,49,116933.11,1,0,195053.58,1
Spain,Male,41,165445.04,1,0,85787.31,0
Germany,Female,53,123805.03,1,0,102428.51,0
France,Male,37,107548.94,1,0,71175.94,0
France,Male,49,111634.29,0,1,166440.32,0
Germany,Female,41,109153.96,1,1,148848.76,1
Spain,Female,34,0,1,0,140286.69,0
Germany,Male,34,86055.17,1,1,104220.5,0
Germany,Female,51,98438.23,0,0,70778.63,1
Spain,Male,29,0,1,0,65868.28,0
France,Female,32,144705.87,0,0,171482.56,0
France,Male,31,0,1,1,143204.41,0
France,Male,41,91612.91,1,1,28427.84,0
Spain,Male,40,0,1,0,78387.32,0
France,Female,40,0,0,1,161076.92,0
France,Female,32,192122.84,1,1,54277.45,1
France,Male,41,179904,1,1,137180.95,0
France,Male,59,178058.06,0,1,21063.71,1
France,Male,30,176166.56,1,1,152210.81,0
France,Male,42,156864.2,0,0,88890.75,0
France,Female,44,0,1,1,190534.76,0
Spain,Male,30,0,1,0,83090.35,0
Spain,Female,33,0,0,1,141426.78,0
France,Male,34,161588.89,1,1,51358.66,0
France,Male,48,109349.29,1,0,88703.04,1
Spain,Female,29,0,1,0,116696.77,0
France,Female,36,0,1,1,7156.09,0
Spain,Male,37,0,1,1,49161.12,1
France,Male,60,152335.7,1,0,126743.33,1
France,Female,51,124662.54,1,1,65390.46,1
Germany,Female,47,91522.04,1,1,138835.91,0
France,Male,45,0,1,1,36154.66,0
Spain,Female,39,62052.28,0,1,59755.14,0
France,Male,32,107871.72,1,0,125302.64,0
France,Female,36,99472.76,1,0,94274.72,1
Spain,Female,50,128039.01,1,1,102260.16,0
France,Male,33,0,1,1,136028.97,0
Spain,Female,33,114634.63,1,0,110114.38,1
France,Male,26,56738.47,1,1,100442.22,1
Germany,Male,34,90355.12,0,0,193597.94,0
Germany,Male,36,115725.24,0,0,1871.25,0
Germany,Male,58,114327.59,1,1,42831.11,0
Germany,Female,36,100762.64,1,0,182156.86,0
France,Female,40,0,0,0,151648.66,1
Spain,Male,39,89039.9,1,1,146738.83,0
France,Male,34,78829.53,1,1,12148.2,0
Germany,Male,30,112372.96,1,1,118029.09,0
Germany,Male,81,122029.15,1,1,50783.88,0
France,Female,29,157829.12,0,0,129891.66,0
Germany,Female,31,108377.75,1,1,9904.63,0
France,Female,54,95507.12,1,1,63213.31,0
Germany,Male,43,127146.68,0,0,137565.87,0
Germany,Male,24,133811.78,1,0,17185.95,1
France,Male,36,121092.47,0,1,143783.46,0
Germany,Male,34,126979.75,0,0,36823.28,0
France,Male,37,144235.73,0,0,154957.66,1
France,Female,38,152582.2,0,0,31892.82,0
Spain,Male,43,172478.15,1,0,191084.4,1
France,Male,36,126477.42,0,0,179718.17,0
Spain,Male,43,97473.87,1,1,159823.16,0
France,Male,53,138053.67,0,1,114110.97,0
France,Female,31,164003.05,1,1,60993.23,0
France,Female,47,0,1,1,66408.01,1
France,Female,62,0,1,1,136398.9,0
Spain,Female,39,122486.11,1,1,140709.25,0
France,Male,36,0,0,0,8555.73,0
Germany,Female,45,53667.44,1,0,115022.94,0
France,Male,20,0,0,0,187638.34,0
Spain,Male,58,109327.65,1,1,3829.13,0
Spain,Male,34,121151.05,0,0,119357.93,0
Spain,Male,42,101043.63,1,1,192175.52,0
Germany,Male,33,83501.66,1,0,128841.31,0
Spain,Male,33,80462.24,0,0,150422.35,0
France,Male,39,0,1,0,188187.05,0
France,Male,37,109093.41,1,0,1775.52,0
Spain,Female,46,140355.6,1,1,85086.78,0
France,Male,42,0,1,1,3797.79,0
Germany,Male,45,130170.82,1,0,150856.38,0
France,Female,42,0,0,1,90537.47,0
France,Male,40,109542.29,1,1,166370.81,0
France,Female,41,33563.95,1,0,178994.13,1
France,Male,36,148795.17,1,1,195681.43,0
France,Male,64,0,1,1,53277.15,0
Germany,Male,40,174126.75,1,0,172490.78,1
Spain,Male,41,0,0,0,11819.84,0
Spain,Female,35,106405.03,1,1,82900.25,0
Spain,Male,38,0,1,1,82709.8,0
Spain,Male,30,128393.29,1,1,180593.45,0
Germany,Male,41,127841.52,1,0,172363.41,0
France,Female,24,137295.19,1,1,91195.12,0
Spain,Female,55,155828.22,0,1,108987.25,1
France,Male,39,0,1,0,44265.28,0
Germany,Female,25,144351.86,1,0,116613.26,0
Spain,Male,35,106365.29,1,1,148527.56,0
Germany,Male,35,127801.88,0,1,84239.46,0
Germany,Female,45,122793.96,1,1,62002.04,0
Germany,Male,38,113525.84,1,0,46044.48,1
Spain,Female,23,136100.69,0,0,169669.33,1
France,Male,30,0,1,1,156346.84,0
France,Male,30,140916.81,1,0,157711.18,0
France,Female,31,0,1,1,89087.4,0
Germany,Male,26,121365.39,1,1,8742.36,0
Spain,Female,36,0,1,0,117038.96,0
France,Female,35,0,1,0,164241.67,0
France,Male,47,93578.68,0,1,137720.56,1
France,Male,40,0,1,0,106.67,0
Spain,Female,33,115409.6,0,1,1539.21,0
France,Female,33,90791.69,1,1,59659.53,0
France,Female,62,123681.32,1,0,173586.63,1
France,Female,44,92436.86,1,0,126033.9,0
Germany,Female,52,167194.36,1,1,62808.93,1
France,Female,36,0,0,1,147007.33,0
Germany,Male,44,160838.13,1,0,196261.64,0
Spain,Male,43,0,1,0,44560.17,1
Spain,Female,40,144470.77,1,1,18917.95,0
Spain,Female,38,0,1,1,4525.4,0
Germany,Female,68,130169.27,0,1,93112.2,0
Spain,Male,35,0,1,1,9658.41,0
France,Male,43,81076.8,1,1,182627.25,1
France,Male,36,0,1,1,13177.4,0
Germany,Female,57,101465.31,1,0,43568.31,1
France,Male,48,0,0,1,117830.57,0
Germany,Female,37,113865.23,1,1,117396.25,0
Spain,Female,46,87603.35,0,1,96929.24,1
France,Male,36,120037.96,1,0,36275.94,0
Spain,Male,33,0,1,0,116706,0
Germany,Male,49,121205.15,1,1,168080.53,1
Spain,Male,47,75408.33,1,0,25887.89,1
France,Male,40,0,1,1,122488.59,0
France,Female,40,0,1,0,113171.61,1
Spain,Female,35,0,0,0,100365.51,0
France,Male,50,121818.84,0,1,124151.37,0
France,Female,29,0,1,0,112664.24,0
Germany,Male,34,141806,1,1,183494.87,0
France,Female,51,61354.14,1,0,198810.65,1
Germany,Female,53,124954.94,0,1,131259.6,1
Germany,Female,68,95039.12,0,1,116471.14,1
France,Female,29,103417.74,1,1,15336.4,0
France,Male,45,0,1,0,99593.28,0
France,Male,40,43028.77,1,0,170514.21,0
Germany,Female,44,119638.21,1,1,34265.08,1
France,Male,37,122689.51,0,0,106977.53,1
France,Male,44,0,0,0,164287.86,0
Germany,Male,37,73179.34,1,1,25292.53,0
France,Female,38,171913.87,1,0,51820.87,1
France,Male,38,0,1,1,81452.29,0
Germany,Male,33,92659.2,1,0,1354.25,0
Germany,Female,34,137239.17,1,1,71379.92,1
Germany,Female,46,102955.14,1,0,154137.33,0
France,Female,61,65190.29,1,1,64308.49,1
Germany,Female,29,96863.52,1,1,31613.35,0
Spain,Male,34,154983.98,1,0,27738.01,0
Germany,Male,59,106819.65,0,1,163570.25,0
Spain,Male,38,128578.52,1,1,193878.51,0
France,Female,63,126473.33,0,1,147545.65,0
France,Female,38,110570.78,1,0,195906.59,0
Spain,Male,50,0,0,1,178458.86,0
Spain,Male,29,0,1,0,156125.72,0
France,Female,33,0,1,1,11159.19,0
Spain,Female,44,0,0,0,45738.94,0
France,Male,30,111099.79,0,0,140650.19,0
France,Female,29,0,1,0,4733.94,0
Spain,Male,25,100913.57,0,0,10579.72,0
Spain,Male,26,0,1,1,179655.87,0
France,Male,42,16893.59,1,1,77502.56,0
Spain,Male,38,122267.85,0,0,145759.93,0
France,Male,32,125685.79,1,1,56246.72,0
Spain,Male,36,127397.34,1,0,151335.24,0
France,Male,38,105271.56,0,1,179833.45,0
Germany,Female,28,115265.14,0,0,191627.85,0
Spain,Male,36,0,0,0,173016.46,0
Spain,Male,31,0,1,1,58469.75,0
Germany,Male,23,139542.82,0,1,28038.28,0
Germany,Female,46,111512.75,1,0,159576.75,1
France,Male,37,148466.93,0,1,151280.96,0
France,Male,29,0,1,0,139953.94,0
France,Female,35,108155.49,1,0,105407.79,0
France,Female,42,0,1,0,56865.62,0
Germany,Male,41,84622.13,1,1,198072.16,0
Spain,Female,41,146997.64,0,0,137791.18,0
France,Female,47,0,1,0,103787.28,0
France,Female,27,98590.25,1,0,30912.89,0
France,Female,26,0,1,1,78651.55,0
Germany,Female,45,134980.74,1,1,123309.57,1
Spain,Female,79,108078.56,1,1,174118.93,0
Spain,Female,29,0,0,1,85736.26,0
France,Female,42,0,0,0,121138.77,0
France,Male,35,106836.67,1,0,84199.78,0
France,Male,29,102490.27,0,1,181224.56,0
Germany,Male,34,112746.54,0,0,141230.07,0
France,Male,38,125487.89,0,0,158111.71,0
Spain,Male,25,142862.21,1,1,130639.01,0
France,Female,37,0,1,0,17040.82,0
France,Male,34,0,1,0,25662.27,0
Spain,Male,35,79388.33,1,1,193360.69,0
France,Male,37,0,1,1,121485.1,0
France,Male,29,0,1,1,162452.65,0
France,Female,31,107784.65,1,1,141137.53,0
Spain,Female,41,142880.28,0,0,185541.2,1
Spain,Female,38,149571.94,1,0,118383.18,0
France,Male,49,142767.39,1,1,8214.41,0
Germany,Male,49,121537.71,1,0,46521.45,1
Spain,Male,50,0,0,0,10772.13,0
Spain,Male,43,0,1,0,199290.68,1
France,Male,42,89838.71,1,0,85983.54,1
Germany,Male,45,103399.87,0,0,129870.93,0
France,Female,30,0,0,0,63158.22,0
Germany,Male,43,136855.94,1,0,171070.52,0
France,Female,39,0,1,0,53222.15,1
Germany,Female,55,140891.46,1,1,179834.45,1
France,Male,37,0,1,0,114514.64,0
Spain,Female,46,89364.91,0,1,139162.15,0
France,Female,29,146011.4,0,0,50249.16,0
Spain,Male,20,0,1,1,113469.65,0
Germany,Male,29,145294.08,1,0,147484.13,0
Germany,Female,45,106000.12,0,0,191448.96,1
Spain,Female,26,0,1,0,119381.41,0
Spain,Female,58,0,1,1,33277.31,0
Spain,Male,20,104508.77,0,0,73107.53,0
Germany,Female,58,127539.3,1,1,96590.39,1
Spain,Male,44,0,0,1,6923.11,0
Germany,Male,51,96891.46,1,0,176403.33,1
France,Female,32,78535.25,1,0,64349.6,0
Spain,Female,37,112712.17,1,0,116097.26,0
Spain,Male,55,119618.42,1,1,29861.13,0
Spain,Female,28,0,1,0,48426.98,0
France,Female,33,74963.5,1,1,32770.56,0
France,Male,26,138023.79,0,1,117060.2,0
Spain,Female,28,0,1,1,136197.65,0
France,Female,47,185513.67,1,0,27438.83,0
France,Male,60,185648.56,0,0,192156.54,1
Germany,Female,49,102286.6,1,0,69409.37,1
Germany,Male,38,128015.83,1,0,58440.43,0
France,Male,31,39539.39,0,0,192519.39,0
France,Male,40,0,1,1,144874.67,0
France,Male,37,77608.46,1,1,175373.46,0
France,Male,26,141462.13,1,0,440.2,0
Spain,Female,35,0,0,0,76637.38,0
France,Male,27,131691.33,1,0,49480.66,0
Spain,Male,29,93833.86,0,1,10417.87,0
Spain,Female,46,137933.39,1,1,67976.57,0
Spain,Male,54,105770.14,0,1,140929.98,1
Spain,Female,54,0,0,1,47139.06,0
Spain,Female,38,0,0,1,126241.4,1
France,Female,38,166328.65,0,1,22614.19,0
Germany,Female,42,164307.77,1,0,48498.19,0
Germany,Male,38,163965.69,0,1,103511.26,0
France,Male,40,125608.72,1,0,122073.48,0
France,Female,66,0,1,0,65535.56,0
Spain,Male,37,118433.94,0,1,160060.9,0
France,Female,55,98488.08,1,0,155879.57,1
France,Male,40,0,0,1,194416.58,0
Germany,Female,64,98362.35,1,1,21630.21,0
France,Female,51,144237.91,1,0,157143.61,1
France,Male,34,0,0,1,52796.31,0
Spain,Male,47,0,1,0,121798.52,1
France,Female,29,105767.28,0,0,41104.82,0
Spain,Male,32,0,1,0,10604.48,0
Spain,Female,48,0,0,0,78563.66,0
Spain,Male,31,0,1,1,170821.43,1
France,Female,25,134467.26,1,1,113266.09,0
Germany,Male,38,138515.02,1,1,171768.76,0
Germany,Male,32,128647.98,0,0,54416.18,0
France,Female,38,121858.98,1,0,130755.34,0
Spain,Male,70,0,1,1,141180.66,0
France,Female,49,120108.56,0,1,183421.76,0
France,Female,37,196853.62,1,1,132770.11,0
France,Female,35,121418.62,1,1,24400.37,0
Spain,Male,36,0,1,1,180318.6,0
France,Female,29,0,1,0,111565.45,0
Germany,Female,42,97495.8,0,0,2002.5,0
France,Female,42,0,0,0,82565.01,0
Spain,Male,33,127343.4,0,1,121789.3,0
Spain,Female,50,158633.61,1,0,193785.87,0
France,Male,55,0,1,0,64593.07,0
Spain,Female,69,183744.98,1,1,196993.69,0
France,Male,44,0,1,1,175518.31,0
Spain,Male,46,0,0,0,17268.02,0
France,Male,31,79962.92,1,0,60901.72,0
France,Female,36,0,1,1,100750.03,0
France,Male,36,0,1,1,195224.91,0
France,Male,33,140956.99,0,0,3510.18,0
Spain,Female,43,0,1,1,81250.79,0
France,Male,29,0,1,1,91844.14,1
Spain,Male,30,145241.63,1,1,80676.83,0
Germany,Male,31,138008.06,1,0,129912.74,0
France,Female,31,0,1,1,142029.17,0
France,Male,39,0,1,1,137651.6,0
France,Male,37,0,1,0,33877.29,0
Spain,Male,38,0,1,0,78744.39,0
France,Male,34,0,1,0,96734.46,0
Spain,Female,29,127570.93,1,0,164756.81,0
France,Female,28,0,1,1,164394.65,0
Spain,Female,27,107812.67,0,1,162501.83,1
Germany,Male,22,91560.58,0,0,10541.38,0
Germany,Male,34,121303.77,1,1,59325.21,0
Spain,Male,43,161546.68,0,1,178187.28,0
Spain,Female,35,128415.45,1,0,142626.49,0
France,Female,31,57530.06,1,1,181893.31,1
France,Male,38,0,0,1,156858.2,0
France,Female,28,142243.54,1,0,33074.51,0
Germany,Female,39,138341.51,1,0,50072.94,1
France,Male,32,0,1,0,111340.36,0
France,Female,30,0,0,1,100496.84,1
Spain,Male,30,0,1,0,101371.05,0
Spain,Male,41,146466.46,0,0,180934.67,0
Spain,Male,36,0,1,0,105152.17,0
France,Female,58,0,1,1,706.5,0
France,Female,39,0,1,1,101168.9,0
Spain,Female,29,120307.58,1,1,6795.61,0
France,Male,27,87637.26,0,0,196111.35,0
Spain,Male,38,94652.04,1,1,171960.76,0
France,Female,22,114415.84,1,1,177497.4,0
France,Female,71,0,0,1,147995.96,0
France,Male,40,84315.02,0,0,36209.1,0
Spain,Female,27,0,1,0,143614.01,0
Germany,Male,42,93955.83,1,0,14828.54,0
France,Male,36,67087.69,1,0,154775.7,0
Germany,Female,22,101528.61,1,0,70529,1
Germany,Male,30,110824.52,1,1,57896.27,0
France,Female,33,0,1,1,69759.91,0
France,Male,28,179960.2,1,0,89938.08,0
France,Male,38,134006.77,1,0,89578.32,0
Germany,Female,37,121532.17,1,1,73464.88,0
Spain,Female,38,0,1,1,138542.87,0
Spain,Female,38,0,1,1,161888.63,0
France,Male,35,129717.3,0,0,86937.2,0
Germany,Male,22,94762.16,1,1,42241.54,0
Germany,Male,55,155196.17,0,1,121207.66,1
Germany,Male,29,129514.99,1,1,102930.46,0
Germany,Female,57,113386.36,1,1,65121.63,1
France,Male,24,0,0,1,78498.04,1
Spain,Male,43,172196.23,1,1,104769.96,0
France,Male,28,97612.12,1,1,96498.14,0
France,Male,20,104719.94,1,0,38691.34,0
France,Female,38,0,1,0,164804.02,0
Germany,Male,37,139592.98,1,0,104152.65,1
Spain,Female,29,0,1,0,88866.92,0
France,Female,22,139096.85,1,0,129890.94,0
Spain,Female,72,140301.72,0,1,179258.67,0
Spain,Male,43,0,1,0,72051.44,0
France,Male,66,0,1,1,74580.8,0
Spain,Male,39,111233.09,1,1,123995.15,0
France,Male,23,0,1,0,38960.59,0
France,Male,29,147737.63,0,1,94951.27,0
France,Male,35,0,1,1,56642.97,0
Germany,Male,40,125725.02,1,1,50783.1,0
France,Male,38,128289.7,1,0,9149.96,1
France,Female,46,0,1,0,21006.1,1
Germany,Female,49,88826.07,1,1,33759.41,1
France,Female,41,143443.61,1,0,196622.28,1
France,Female,68,0,1,1,176353.87,1
France,Male,29,0,1,0,176943.59,0
Spain,Male,26,149134.46,1,1,177966.24,0
France,Male,30,124119.54,1,0,162198.32,0
Germany,Male,44,116822.7,0,0,197643.24,0
France,Female,24,103219.47,1,0,60420.07,0
France,Male,41,0,0,0,70550,0
Germany,Female,40,81954.6,1,1,198798.44,1
Germany,Female,37,95196.26,1,0,126310.39,1
Spain,Male,43,0,1,1,64515.5,0
France,Male,38,0,1,1,158580.05,0
France,Female,32,136555.01,1,1,129353.21,0
France,Male,59,0,1,1,137273.97,0
France,Male,39,119452.03,1,1,171575.54,0
France,Male,44,0,0,1,96528,1
Germany,Female,24,69881.09,0,1,64421.02,0
France,Male,39,0,1,1,158444.61,0
France,Female,44,0,1,1,66548.58,0
Spain,Female,27,0,0,0,108008.05,0
Spain,Male,20,204223.03,1,0,128268.39,0
France,Female,63,110314.21,1,0,37464,1
Spain,Female,48,163760.82,0,0,157381.14,1
Germany,Female,31,141069.18,1,1,194257.11,0
France,Male,38,115934.74,1,1,139059.05,0
France,Male,52,151457.88,0,1,40893.61,0
Germany,Female,35,154206.07,1,1,40261.49,0
France,Female,26,89928.99,1,0,46203.31,0
France,Male,30,89182.09,1,1,13126.9,0
Germany,Male,41,79706.25,1,0,165675.01,0
Spain,Female,44,0,0,0,5459.07,1
France,Female,27,0,1,0,131919.48,0
France,Male,31,117799.28,1,1,182372.35,0
France,Male,26,0,1,0,147600.54,0
France,Male,28,0,0,0,92865.41,0
Germany,Male,34,146422.22,1,0,67142.97,1
Germany,Male,33,150186.22,1,1,65611.01,0
Germany,Male,40,100275.88,1,0,138564.48,1
France,Male,47,0,1,0,187391.02,1
France,Male,32,147493.89,1,0,33656.35,0
France,Male,43,0,1,0,100618.17,0
France,Female,42,0,0,1,198134.9,0
France,Male,29,121823.4,1,1,50368.87,0
Spain,Female,40,0,1,1,108787,0
Germany,Male,31,113688.63,1,0,33099.41,1
Spain,Female,40,100471.34,1,1,124550.88,0
Germany,Female,28,100032.52,1,0,5159.21,1
Spain,Male,31,0,0,0,48228.1,0
France,Male,32,116358,1,0,108798.36,0
Germany,Female,23,163549.63,0,1,21085.12,0
Germany,Male,51,99183.9,1,1,28922.25,0
Spain,Female,53,131955.07,1,1,62514.65,1
Spain,Female,41,134177.06,0,0,177506.66,0
Spain,Female,38,0,1,0,90605.05,0
France,Male,30,0,1,1,132029.95,0
Spain,Male,19,0,1,1,176903.35,0
Germany,Female,56,94348.94,1,0,29239.29,1
France,Female,32,155584.21,0,1,153662.88,0
France,Female,28,0,1,0,154389.18,0
Spain,Female,41,0,1,1,166224.39,0
Germany,Male,32,170661.47,1,1,21646.2,0
Germany,Female,29,185544.36,1,0,171037.63,0
Spain,Female,44,52831.13,1,1,112649.22,1
Germany,Male,51,97750.07,1,1,193014.26,1
France,Male,36,114007.5,1,0,118120.88,0
France,Female,71,104308.77,1,1,25650.04,0
France,Female,33,84719.13,1,1,113048.79,0
France,Male,39,0,1,0,87372.49,0
France,Male,39,140236.98,0,1,146651.99,0
Spain,Male,25,0,1,1,8227.91,0
Spain,Female,42,75302.85,0,0,57034.35,0
France,Male,27,0,1,0,93003.21,0
France,Female,51,104760.82,1,1,165574.54,1
France,Female,49,0,1,0,13566.48,1
Spain,Female,31,113693,0,0,82796.29,0
Spain,Female,36,174180.39,1,0,119830.08,0
Germany,Male,42,115766.26,0,0,72155.85,1
France,Female,40,0,1,0,62762.12,0
Spain,Female,48,0,1,0,183235.33,0
France,Female,72,121215.9,1,1,105206.48,0
Germany,Male,45,144677.19,1,0,22512.44,1
France,Male,36,115350.63,1,1,122305.91,0
Spain,Male,40,105683.63,1,0,173617.09,0
France,Male,37,135179.49,1,0,160670.37,0
Spain,Male,31,117551.23,1,0,158958.9,0
Germany,Male,25,157404.02,1,0,93073.04,0
Spain,Male,36,77910.23,1,0,67238.01,0
France,Male,25,110942.9,0,0,172576.56,0
France,Female,40,0,1,1,122580.48,0
France,Male,32,179305.09,1,1,149043.78,0
Germany,Male,31,150593.59,1,1,105218.45,0
France,Female,43,123815.86,1,1,78463.99,1
Spain,Female,59,0,1,1,160849.43,1
Germany,Female,25,69385.17,1,0,87834.24,0
Germany,Male,27,138032.15,1,0,166317.71,0
France,Male,41,0,1,1,137309.06,0
France,Male,29,0,1,1,166984.44,0
Germany,Female,46,143500.82,1,0,166996.46,1
Spain,Female,29,119670.18,1,0,188022.44,0
Spain,Male,33,99106.73,0,0,194467.23,0
Germany,Male,24,120135.55,1,1,125449.47,0
France,Female,39,0,1,0,137452.57,0
France,Female,55,120905.03,0,1,123475.88,1
Spain,Female,57,0,0,0,38941.44,1
Germany,Female,34,102277.52,0,0,177852.57,1
Germany,Female,55,125292.53,1,1,31532.96,1
Spain,Male,42,0,1,0,136377.21,0
France,Female,51,101629.3,0,0,130541.1,0
Germany,Male,47,171937.27,1,1,65636.92,0
France,Male,47,0,1,0,193305.35,0
France,Male,25,0,1,0,47307.9,0
